,b1,b2,error,s,significance,vor_point,vor_region,total_sig,lag_sig,update,vor_label
758,0.00248868337075,0.0,0.15,0.000206091266591,0.00127102504886,253,336,2.49242982717,2.49242982717,0.0,128
759,0.0100132493535,0.0,0.15,0.00022979977075,0.00126628545733,214,585,2.49243025003,2.49242982717,1.0,128
760,0.00107539782766,0.0,0.15,0.000202174269361,0.00124376920079,284,630,2.49243156365,2.49243025003,1.0,128
761,0.00493353488856,0.0,0.15,0.000208348195883,0.00124214591026,124,269,2.49243229275,2.49243156365,1.0,128
762,0.00159063700994,0.0,0.15,0.000197214176296,0.00122311776953,596,936,2.49243310912,2.49243229275,1.0,128
763,0.00146402325481,0.0,0.15,0.000193036088604,0.00119748774308,852,414,2.49243310912,2.49243310912,0.0,129
764,0.00465303267993,0.0,0.15,0.00019987320411,0.00119743280294,46,742,2.49243357633,2.49243310912,1.0,129
765,0.00181930768304,0.0,0.15,0.000189406215213,0.00117620620922,311,538,2.49243458086,2.49243357633,1.0,129
766,0.0016282669967,0.0,0.15,0.000186769146239,0.00116062838391,906,785,2.49243572111,2.49243458086,1.0,129
767,0.00985902368119,0.0,0.15,0.000209115984035,0.00115559696949,395,475,2.49243597687,2.49243572111,1.0,129
768,0.000191085040569,0.0,0.15,0.000229219294852,0.00115152078937,482,362,2.49243763781,2.49243597687,1.0,129
769,0.00259659157019,0.0,0.15,0.00018547642685,0.00114536038413,296,626,2.49243763781,2.49243763781,0.0,130
770,0.00493884482421,0.0,0.15,0.000191084225662,0.00114029885954,264,338,2.49243803415,2.49243763781,1.0,130
771,1.4019228729e-05,0.0,0.15,0.00107887887862,0.00112602530436,642,842,2.49245001761,2.49243803415,1.0,130
772,0.0138502486516,0.0,0.15,0.000210457976209,0.00109936116251,136,794,2.49245001761,2.49245001761,0.0,131
773,0.00389896461274,0.0,0.15,0.000181064257049,0.0010988089563,555,566,2.49245028831,2.49245001761,1.0,131
774,0.00387723714812,0.0,0.15,0.000180991541129,0.0010987350798,613,521,2.49245049637,2.49245028831,1.0,131
775,0.0198644265874,0.0,0.15,0.000225606985623,0.00109294419393,8,821,2.49245049637,2.49245049637,0.0,132
776,0.00299867975991,0.0,0.15,0.000174130866071,0.00107122266241,845,603,2.49245072707,2.49245049637,1.0,132
777,0.00648675937554,0.0,0.15,0.000180762188393,0.00105308109788,465,750,2.49245078241,2.49245072707,1.0,132
778,0.00329928866995,0.0,0.15,0.000165906007169,0.00101712543335,71,666,2.49245078241,2.49245078241,0.0,133
779,0.00430479593342,0.0,0.15,0.000168406739249,0.00101653293422,11,819,2.49245109382,2.49245078241,1.0,133
780,0.00328418181743,0.0,0.15,0.000165423203725,0.00101443267992,487,714,2.49245166541,2.49245109382,1.0,133
781,0.00220131553942,0.0,0.15,0.000162398966495,0.00100996729104,678,294,2.49245222554,2.49245166541,1.0,133
782,1.2971065189e-05,0.0,0.15,0.000883572967723,0.000977295884289,459,467,2.49245929472,2.49245222554,1.0,133
783,0.00259612873196,0.0,0.15,0.000156799593242,0.000971498350603,541,354,2.49245929472,2.49245929472,0.0,134
784,0.00197710480279,0.0,0.15,0.000155589776114,0.000970506308433,54,143,2.49245961073,2.49245929472,1.0,134
785,0.00319776451215,0.0,0.15,0.00015582893684,0.000957652248305,460,815,2.492460112,2.49245961073,1.0,134
786,0.000791764352471,0.0,0.15,0.00015474545944,0.000955445257695,714,168,2.49246079189,2.492460112,1.0,134
787,0.00144631380681,0.0,0.15,0.000151215135702,0.000945982212639,321,330,2.49246101266,2.49246079189,1.0,134
788,0.0124305814679,0.0,0.15,0.000176589601324,0.000941195846819,480,157,2.49246101266,2.49246101266,0.0,135
789,0.00156296254135,0.0,0.15,0.000150024920003,0.000938724205231,189,113,2.49246123731,2.49246101266,1.0,135
790,0.00201925502915,0.0,0.15,0.0001502623345,0.000937696693965,625,350,2.49246139777,2.49246123731,1.0,135
791,0.00797234196216,0.0,0.15,0.00016452978889,0.000936945445021,57,317,2.49246139777,2.49246139777,0.0,136
792,0.000207582503208,0.0,0.15,0.000172906395164,0.000928939324443,295,381,2.49246177579,2.49246139777,1.0,136
793,0.00556143699214,0.0,0.15,0.000154474866576,0.000914571815702,41,737,2.49246197128,2.49246177579,1.0,136
794,0.00146189366933,0.0,0.15,0.000145364567288,0.000910485352871,786,389,2.49246216026,2.49246197128,1.0,136
795,0.00503928467515,0.0,0.15,0.000152046428411,0.000907980470631,397,803,2.49246216026,2.49246216026,0.0,137
796,0.00115100061521,0.000812957528979,0.135783264103,0.000132060362375,0.000905563474832,269,628,2.49246245276,2.49246216026,1.0,137
797,0.0040216826601,0.0,0.15,0.000147726925206,0.000897042684968,532,507,2.4924626745,2.49246245276,1.0,137
798,0.00547271117102,0.0,0.15,0.000149632425746,0.000887409247675,137,438,2.49246290474,2.4924626745,1.0,137
799,0.0142814513038,0.0,0.15,0.000169592894963,0.00088148222354,498,13,2.49246290474,2.49246290474,0.0,138
800,0.00241026212461,0.0,0.15,0.000138251169119,0.000860502432614,823,205,2.49246308076,2.49246290474,1.0,138
