,b1,b2,error,s,significance,vor_point,vor_region,total_sig,lag_sig,update,vor_label
0,0.0,0.0,0.0,0.00264944531955,0.191011228579,86,56,0.51075193874,0.51075193874,1.0,0
1,0.0,0.0,0.0,0.0020186540205,0.163415357095,78,52,0.516950012632,0.51075193874,1.0,0
2,0.0,0.0,0.0,0.0016581476666,0.145896343435,64,23,0.523926923658,0.516950012632,1.0,0
3,0.0,0.0,0.0,0.00150175590534,0.137775089576,57,86,0.531165904117,0.523926923658,1.0,0
4,0.0,0.0,0.0,0.00141435570549,0.133073232871,26,61,0.53854543058,0.531165904117,1.0,0
5,0.0,0.0,0.0,0.00137483514845,0.130905099975,74,54,0.546076126077,0.53854543058,1.0,0
6,0.0,0.0,0.0,0.00130802614149,0.127176296398,72,70,0.553562890065,0.546076126077,1.0,0
7,0.0,0.0,0.0,0.00121648004279,0.121927468185,24,71,0.560823143297,0.553562890065,1.0,0
8,0.0,0.0,0.0,0.00120863958728,0.121469965271,46,46,0.568154994816,0.560823143297,1.0,0
9,0.0,0.0,0.0,0.00109440693632,0.11464916992,79,3,0.575054368815,0.568154994816,1.0,0
10,0.0,0.0,0.0,0.000981668126769,0.10760280677,29,60,0.581469539471,0.575054368815,1.0,0
11,0.0,0.0,0.0,0.000949676032178,0.10553932267,51,45,0.587757265519,0.581469539471,1.0,0
12,0.0,0.0,0.0,0.000927506480366,0.104091444246,36,82,0.593955000926,0.587757265519,1.0,0
13,0.0,0.0,0.0,0.000828999094665,0.0974656580188,71,5,0.599660802345,0.593955000926,1.0,0
14,0.0,0.0,0.0,0.000734836561605,0.0908011728016,70,38,0.604868493942,0.599660802345,1.0,0
15,0.0,0.0,0.0,0.00040010153316,0.0633117229437,43,77,0.608099534544,0.604868493942,1.0,0
16,0.0,0.0,0.0,0.000192833555047,0.0406961360789,53,48,0.609881374078,0.608099534544,1.0,0
17,0.0,0.0,0.0,0.000145252532093,0.0341720735588,54,85,0.611287352378,0.609881374078,1.0,0
18,0.0,0.0,0.0,0.000124686586787,0.031075912078,69,39,0.612522965468,0.611287352378,1.0,0
19,0.0,0.0,0.0,0.000114868445962,0.0295225738312,85,13,0.61367490015,0.612522965468,1.0,0
20,0.0,0.0,0.0,0.0001011119748,0.0272494098579,83,12,0.614708015685,0.61367490015,1.0,0
21,0.0,0.0,0.0,8.36972612888e-05,0.0241777142861,48,47,0.615586917278,0.614708015685,1.0,0
22,0.0,0.0,0.0,5.17558364663e-05,0.0177457957947,65,15,0.616167831236,0.615586917278,1.0,0
23,0.0,0.0,0.0,4.46160775027e-05,0.0161027456841,76,6,0.616678203163,0.616167831236,1.0,0
24,0.0024364162964,0.0,0.15,0.00273636030033,0.0134077165043,55,50,0.616678203163,0.616678203163,0.0,1
25,0.00547976647067,0.0,0.15,0.00174873590004,0.00959252629589,10,35,0.616864916866,0.616678203163,1.0,1
26,0.00225742906332,0.0,0.15,0.00170295033604,0.00896115247397,63,25,0.617098416297,0.616864916866,1.0,1
27,0.00737027230206,0.0,0.15,0.00161812617444,0.00882182989954,21,75,0.617342230073,0.617098416297,1.0,1
28,0.00255994638428,0.0,0.15,0.00163576460909,0.00876919407846,60,65,0.617609153982,0.617342230073,1.0,1
