,mvaOutput_2lss_ttV,mvaOutput_2lss_ttbar,vor_point,vor_label
0,-0.614516675472,-0.562869250774,0,12
1,-0.660048186779,-0.48646903038,1,4
2,-0.506369292736,-0.372036516666,2,7
3,-0.508898139,-0.208742976189,3,6
4,-0.339913696051,-0.203138962388,4,8
5,-0.301339417696,-0.233464106917,5,12
6,-0.192321419716,-0.310069024563,6,10
7,-0.633772790432,0.182451173663,7,17
8,-0.238604560494,-0.16603384912,8,14
9,-0.165670111775,-0.198771104217,9,4
10,-0.292000830173,-0.0672382339835,10,1
11,-0.0819185450673,-0.210729628801,11,5
12,-0.3427041471,0.0649907663465,12,2
13,0.0782857760787,-0.338926523924,13,14
14,-0.315615922213,0.0685717239976,14,8
15,-0.281735271215,0.0616210177541,15,3
16,0.0568704418838,-0.272488355637,16,16
17,0.0833149775863,-0.297772139311,17,8
18,-0.205244764686,-0.00318972556852,18,2
19,-0.179410710931,-0.00310197053477,19,14
20,-0.0569026358426,-0.0558512099087,20,12
21,0.0489307902753,-0.116619534791,21,1
22,-0.278287112713,0.22283372283,22,11
23,-0.27041170001,0.219975978136,23,5
24,0.0961590260267,-0.136228114367,24,0
25,0.173338145018,-0.206110790372,25,10
26,0.244007155299,-0.258730262518,26,0
27,0.257356315851,-0.260732501745,27,6
28,0.126229554415,-0.124045573175,28,1
29,0.213120892644,-0.209486082196,29,0
30,0.195191070437,-0.15217128396,30,4
31,-0.0159242283553,0.0786042734981,31,13
32,-0.359066665173,0.427828907967,32,5
33,-0.0525075644255,0.128524333239,33,4
34,0.192679777741,-0.10693603009,34,15
35,0.130709826946,-0.0305438768119,35,3
36,-0.0122335003689,0.134559139609,36,0
37,-0.0284567382187,0.157233014703,37,8
38,-0.223406881094,0.363310784101,38,6
39,0.00165391678456,0.16323427856,39,4
40,0.276872038841,-0.1053468436,40,13
41,0.0883757248521,0.0910915136337,41,5
42,0.144994050264,0.0363647192717,42,13
43,0.0994060486555,0.0919769331813,43,0
44,0.0641242712736,0.135904148221,44,12
45,0.152552217245,0.0590080171824,45,16
46,0.225105538964,-0.0127428909764,46,0
47,0.268208771944,-0.0216144174337,47,15
48,0.27039924264,-0.0180286802351,48,0
49,0.118676424026,0.142368048429,49,11
50,0.160320743918,0.163727030158,50,3
51,0.257173389196,0.0785349458456,51,0
52,0.164822891355,0.191957741976,52,13
53,0.291251540184,0.0855142623186,53,0
54,0.154342934489,0.232546910644,54,0
55,0.264224797487,0.133256748319,55,1
56,0.255085498095,0.285816073418,56,12
57,0.19271017611,0.36620247364,57,0
58,0.527009367943,0.0490792393684,58,2
59,0.196835950017,0.384461164474,59,14
60,0.09505879879,0.555141448975,60,1
61,0.359612077475,0.304701089859,61,12
62,0.527750492096,0.136582717299,62,13
63,0.456984788179,0.21360220015,63,1
64,0.467039525509,0.207212656736,64,0
65,0.618242502213,0.0785986855626,65,0
66,0.219759300351,0.524335205555,66,7
67,0.260711461306,0.504729449749,67,3
68,0.281507104635,0.504971504211,68,3
69,0.214384883642,0.62131357193,69,0
70,0.218825384974,0.62017416954,70,0
71,0.809715509415,0.0845188051462,71,0
72,0.277281880379,0.630108833313,72,0
73,0.575335264206,0.363389343023,73,15
74,0.468705892563,0.48415645957,74,0
75,0.525132119656,0.475286841393,75,19
76,0.807250857353,0.207214549184,76,0
77,0.576271533966,0.50317054987,77,19
78,0.493050843477,0.616400420666,78,0
79,0.761226892471,0.360572397709,79,0
80,0.56532907486,0.61378121376,80,6
81,0.704055428505,0.515907943249,81,6
82,0.724240899086,0.588962614536,82,18
83,0.735393404961,0.60948818922,83,0
84,0.886239409447,0.498315662146,84,9
85,0.855086266994,0.536895096302,85,0
86,0.805637359619,0.656415700912,86,0
