,mvaOutput_2lss_ttV,mvaOutput_2lss_ttbar,vor_label
0,0.245682418346,-0.225443005562,2.0
1,0.272231280804,-0.340260058641,0.0
2,0.350594371557,0.0458673387766,18.0
3,0.0464623719454,0.67434489727,1.0
4,0.314543038607,0.446201771498,30.0
5,0.113957643509,-0.251693189144,0.0
6,0.63264298439,0.253746211529,0.0
7,-0.00670238072053,-0.126302495599,25.0
8,0.0924533158541,0.114783488214,10.0
9,-0.218842446804,-0.348277568817,9.0
10,0.357096582651,0.40924218297,2.0
11,-0.356382101774,0.353161126375,8.0
12,-0.34075704217,-0.254491776228,11.0
13,0.104100510478,-0.152852863073,7.0
14,-0.082950271666,0.391044586897,4.0
15,0.15234079957,0.616194009781,4.0
16,-0.016613965854,0.519407331944,22.0
17,0.0163814499974,-0.131320774555,29.0
18,0.472197532654,0.17819775641,0.0
19,0.867416441441,0.56163829565,2.0
20,-0.418405056,-0.0962353870273,9.0
21,0.39599058032,0.398936033249,0.0
22,-0.130299344659,-0.267395466566,20.0
23,-0.240611940622,0.365542173386,26.0
24,0.173441499472,0.0634151175618,19.0
25,-0.00911572854966,0.052861250937,7.0
26,0.102161884308,0.215241655707,9.0
27,-0.0936610922217,-0.284808635712,18.0
28,-0.483374983072,-0.288781821728,8.0
29,-0.00353939644992,-0.440474718809,8.0
30,-0.193886384368,0.236496850848,9.0
31,0.0421964637935,0.607136249542,14.0
32,0.68580108881,0.250556111336,2.0
33,-0.0794878676534,0.290399312973,8.0
34,-0.00210998230614,0.177056193352,8.0
35,-0.210398137569,-0.244874373078,2.0
36,0.260781317949,-0.0185673311353,25.0
37,0.86094635725,0.440850585699,1.0
38,-0.0664411485195,-0.111389696598,18.0
39,0.251489460468,-0.0535402595997,11.0
40,0.382897734642,0.499593257904,0.0
41,0.488218963146,0.272886425257,15.0
42,0.0657877698541,0.225632607937,9.0
43,-0.186367928982,-0.474454671144,18.0
44,-0.0660150572658,0.134199216962,0.0
45,0.405512601137,0.0849917009473,2.0
46,0.345966517925,0.425245255232,22.0
47,-0.12512601912,-0.112195521593,2.0
48,-0.104242451489,0.0233072359115,8.0
49,-0.0513846501708,0.116005636752,30.0
50,-0.391243100166,-0.120641000569,20.0
51,-0.339590489864,-0.526189923286,30.0
52,0.590362370014,0.457123786211,0.0
53,0.472264111042,0.413201779127,0.0
54,0.262933582067,0.267172574997,10.0
55,-0.022430004552,-0.377178251743,33.0
56,-0.21954202652,-0.209439888597,35.0
57,0.144006431103,-0.270746380091,8.0
58,-0.179633647203,0.176551237702,9.0
59,0.282489866018,-0.016658237204,0.0
60,-0.116603568196,-0.155576884747,30.0
61,0.0157698988914,0.441730469465,13.0
62,0.335055649281,0.234641879797,0.0
63,0.0307664759457,0.137041226029,29.0
64,0.349403083324,0.473973602057,29.0
65,0.553212940693,0.282589972019,4.0
66,-0.207215085626,-0.29990708828,12.0
67,-0.68439912796,-0.379283487797,7.0
68,-0.157168030739,-0.111750639975,28.0
69,-0.235274225473,-0.375234395266,14.0
70,-0.335196465254,-0.371771156788,9.0
71,0.0869292244315,0.182923346758,19.0
72,-0.101109884679,0.264105260372,2.0
