,b1,b2,bin_region,entrie_b1,entrie_b2,entrie_s,error,s,significance,sumw2_b1,sumw2_b2,sumw2_s,x_center,y_center,total_sig,lag_sig,update,bin_label
76,0.493039249781,0.392797352979,30,334.0,14.0,58.0,0.138776436922,0.0545287601683,0.0567306372037,0.000986209666418,0.0181914138338,7.53079516972e-05,-0.0525759029549,-0.646632805807,1.18850907016,1.18850907016,0.0,27
77,0.65932723014,0.523690690658,20,439.0,25.0,56.0,0.138694909884,0.05942442999,0.0537443351908,0.00132130070653,0.0276751002623,7.88887590284e-05,-0.15211605327,-0.646632805807,1.18850907016,1.18850907016,0.0,28
78,0.127387153217,0.0755019411445,71,86.0,1.0,25.0,0.132382350288,0.0241775081777,0.0504450558532,0.000257021269023,0.00570054305717,4.20085143387e-05,0.312318569246,-0.236416901776,1.18850907016,1.18850907016,0.0,29
79,0.750992632713,0.937123917359,10,512.0,33.0,66.0,0.153991997883,0.0647234411491,0.0491532996898,0.00145957591517,0.054069655713,9.128995821e-05,-0.27702637735,-0.646632805807,1.18850907016,1.18850907016,0.0,30
80,0.0866303720686,0.0433876924217,83,64.0,1.0,22.0,0.130187532349,0.0186089134429,0.0473206668394,0.00016429430274,0.00188249186613,2.60484868956e-05,0.444075778763,-0.032930003101,1.18850907016,1.18850907016,0.0,31
81,0.0792258388974,0.116502083838,95,49.0,1.0,19.0,0.160716344076,0.0217801988256,0.045355318086,0.000163208603978,0.0135727357119,3.20483377489e-05,0.761785483011,0.142155178211,1.18859968314,1.18850907016,1.0,31
82,0.436440870562,0.512952555709,40,275.0,18.0,39.0,0.151656899275,0.0448765193105,0.0451491057301,0.000866322235454,0.0251245977187,6.48720571609e-05,0.035678849219,-0.646632805807,1.18859968314,1.18859968314,0.0,32
83,0.022912498841,0.0689878230023,17,22.0,2.0,19.0,0.191360183092,0.0162406149335,0.0437050328494,4.35017730688e-05,0.00475819322428,2.27326504578e-05,-0.27702637735,0.334721279405,1.18859968314,1.18859968314,0.0,33
84,0.120763612256,0.069456230849,82,75.0,2.0,20.0,0.131914578356,0.0195946955556,0.0422354186849,0.000246181621104,0.00318161581527,2.74209210523e-05,0.444075778763,-0.128991031648,1.18875266625,1.18859968314,1.0,33
85,0.270615005747,0.146085733082,70,171.0,3.0,29.0,0.131037766068,0.0276599702433,0.0415222942702,0.000546815105064,0.0170385587444,3.72261434326e-05,0.312318569246,-0.646632805807,1.18875266625,1.18875266625,0.0,34
86,0.00395646723337,0.0,49,4.0,0.0,12.0,0.15,0.0106829147699,0.041516680449,6.68448760344e-06,0.0,1.3022909116e-05,0.035678849219,0.754692879226,1.18875266625,1.18875266625,0.0,35
87,0.331637811762,0.104625759646,60,206.0,5.0,25.0,0.128828369417,0.0280234397433,0.0411924599903,0.000663030792124,0.00460720205862,4.03044296498e-05,0.212419064368,-0.646632805807,1.18875266625,1.18875266625,0.0,36
88,0.0699516135746,0.128775477409,94,48.0,1.0,15.0,0.170387633729,0.0184327499446,0.0379749317941,0.000127704780288,0.0165831241757,3.05837892096e-05,0.761785483011,0.0546758815301,1.18879012134,1.18875266625,1.0,36
89,0.177166262936,0.0,80,124.0,0.0,16.0,0.15,0.0168989193721,0.0371747772783,0.000340236435585,0.0,2.23560931559e-05,0.444075778763,-0.646632805807,1.18883626484,1.18879012134,1.0,36
90,0.0437842822148,0.0,92,41.0,0.0,10.0,0.15,0.0100214798658,0.0371105791134,7.2249461506e-05,0.0,1.23119026396e-05,0.761785483011,-0.128991031648,1.18883626484,1.18883626484,0.0,37
91,0.415707855601,0.0410007475875,50,276.0,5.0,32.0,0.138366196037,0.0253676083849,0.0364279329786,0.000804669132314,0.000359555660907,3.43433015598e-05,0.120604338742,-0.646632805807,1.18883626484,1.18883626484,0.0,38
92,0.0258373750271,0.0400919755921,6,21.0,2.0,15.0,0.162995630842,0.0107754737837,0.0342670243654,4.57423135666e-05,0.00152518692425,1.24748206188e-05,-0.674951528385,0.235259431384,1.18883626484,1.18883626484,0.0,39
93,0.00331085146172,0.00388963380828,7,4.0,1.0,5.0,0.151640756198,0.00507909026783,0.0247282753331,4.15105112239e-06,1.51292515511e-05,6.38131007502e-06,-0.674951528385,0.334721279405,1.18906236688,1.18883626484,1.0,39
94,0.0632294012612,0.0,91,40.0,0.0,8.0,0.15,0.00737822760129,0.0246091701249,0.000124172235176,0.0,7.94645627522e-06,0.761785483011,-0.236416901776,1.1892262802,1.18906236688,1.0,39
95,0.0978069624857,0.0422897823155,90,68.0,1.0,8.0,0.129079286228,0.00826615396363,0.0206562010242,0.000193796623031,0.00178842572495,1.03102593449e-05,0.761785483011,-0.646632805807,1.1892262802,1.1892262802,0.0,40
96,0.00801144971047,0.0,39,5.0,0.0,5.0,0.15,0.0039163690235,0.0198608364866,1.37953699095e-05,0.0,5.2997724076e-06,-0.0525759029549,0.754692879226,1.18924895181,1.1892262802,1.0,40
97,0.00671393775701,0.0125165153295,18,8.0,1.0,6.0,0.170937170687,0.00357747742402,0.0155101418589,9.48550567048e-06,0.000156663154485,3.95776835549e-06,-0.27702637735,0.447910956505,1.18932821376,1.18924895181,1.0,40
98,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.674951528385,0.754692879226,1.18932821376,1.18932821376,1.0,40
99,0.00253267982043,0.0,29,2.0,0.0,0.0,0.15,0.0,0.0,5.40172175434e-06,0.0,0.0,-0.15211605327,0.754692879226,1.18932821376,1.18932821376,0.0,41
