,x_center,x_lowedge,x_highedge,y_center,y_lowedge,y_highedge,bin_region,bin_label
54,0.133653653989,0.0900260467431,0.177281261235,-0.0290709175756,-0.0753521804784,0.0172103453271,53,33
55,0.0461967432876,0.00236743983205,0.0900260467431,0.755734714049,0.511469428097,1.0,49,34
56,0.133653653989,0.0900260467431,0.177281261235,-0.124446985977,-0.173541791476,-0.0753521804784,52,35
57,-0.675962496057,-1.0,-0.351924992114,-0.232362872349,-0.291183953223,-0.173541791476,1,36
58,-0.0450892667415,-0.092545973315,0.00236743983205,-0.124446985977,-0.173541791476,-0.0753521804784,32,37
59,-0.675962496057,-1.0,-0.351924992114,0.0633633072098,0.0172103453271,0.109516269092,4,38
60,0.0461967432876,0.00236743983205,0.0900260467431,-0.124446985977,-0.173541791476,-0.0753521804784,42,38
61,0.3264805297,0.271430267671,0.38153079173,-0.0290709175756,-0.0753521804784,0.0172103453271,73,39
62,0.76575602612,0.531512052241,1.0,0.154231338472,0.109516269092,0.198946407852,95,40
63,0.224355764453,0.177281261235,0.271430267671,-0.124446985977,-0.173541791476,-0.0753521804784,62,41
64,-0.146816483936,-0.201086994558,-0.092545973315,0.451026720697,0.390584013296,0.511469428097,28,42
65,-0.276505993336,-0.351924992114,-0.201086994558,-0.232362872349,-0.291183953223,-0.173541791476,11,43
66,0.224355764453,0.177281261235,0.271430267671,-0.232362872349,-0.291183953223,-0.173541791476,61,44
67,-0.146816483936,-0.201086994558,-0.092545973315,-0.232362872349,-0.291183953223,-0.173541791476,21,45
68,0.3264805297,0.271430267671,0.38153079173,-0.124446985977,-0.173541791476,-0.0753521804784,72,46
69,-0.0450892667415,-0.092545973315,0.00236743983205,-0.232362872349,-0.291183953223,-0.173541791476,31,47
70,0.76575602612,0.531512052241,1.0,0.0633633072098,0.0172103453271,0.109516269092,94,48
71,0.133653653989,0.0900260467431,0.177281261235,-0.232362872349,-0.291183953223,-0.173541791476,51,49
72,0.456521421985,0.38153079173,0.531512052241,-0.124446985977,-0.173541791476,-0.0753521804784,82,50
73,-0.675962496057,-1.0,-0.351924992114,-0.645591976612,-1.0,-0.291183953223,0,51
74,0.456521421985,0.38153079173,0.531512052241,-0.0290709175756,-0.0753521804784,0.0172103453271,83,52
75,-0.276505993336,-0.351924992114,-0.201086994558,0.340482900753,0.29038178821,0.390584013296,17,53
76,0.0461967432876,0.00236743983205,0.0900260467431,-0.232362872349,-0.291183953223,-0.173541791476,41,54
77,-0.675962496057,-1.0,-0.351924992114,0.154231338472,0.109516269092,0.198946407852,5,55
78,-0.276505993336,-0.351924992114,-0.201086994558,-0.645591976612,-1.0,-0.291183953223,10,56
79,0.0461967432876,0.00236743983205,0.0900260467431,-0.645591976612,-1.0,-0.291183953223,40,57
80,-0.0450892667415,-0.092545973315,0.00236743983205,-0.645591976612,-1.0,-0.291183953223,30,58
81,0.76575602612,0.531512052241,1.0,-0.0290709175756,-0.0753521804784,0.0172103453271,93,59
82,0.3264805297,0.271430267671,0.38153079173,-0.232362872349,-0.291183953223,-0.173541791476,71,60
83,-0.146816483936,-0.201086994558,-0.092545973315,-0.645591976612,-1.0,-0.291183953223,20,61
84,-0.675962496057,-1.0,-0.351924992114,0.244664098031,0.198946407852,0.29038178821,6,62
85,0.76575602612,0.531512052241,1.0,-0.124446985977,-0.173541791476,-0.0753521804784,92,62
86,0.133653653989,0.0900260467431,0.177281261235,-0.645591976612,-1.0,-0.291183953223,50,63
87,0.456521421985,0.38153079173,0.531512052241,-0.232362872349,-0.291183953223,-0.173541791476,81,64
88,-0.276505993336,-0.351924992114,-0.201086994558,0.755734714049,0.511469428097,1.0,19,65
89,-0.0450892667415,-0.092545973315,0.00236743983205,0.755734714049,0.511469428097,1.0,39,66
90,0.3264805297,0.271430267671,0.38153079173,-0.645591976612,-1.0,-0.291183953223,70,67
91,0.76575602612,0.531512052241,1.0,-0.232362872349,-0.291183953223,-0.173541791476,91,68
92,0.224355764453,0.177281261235,0.271430267671,-0.645591976612,-1.0,-0.291183953223,60,69
93,0.456521421985,0.38153079173,0.531512052241,-0.645591976612,-1.0,-0.291183953223,80,69
94,0.76575602612,0.531512052241,1.0,-0.645591976612,-1.0,-0.291183953223,90,69
95,-0.675962496057,-1.0,-0.351924992114,0.340482900753,0.29038178821,0.390584013296,7,70
96,-0.276505993336,-0.351924992114,-0.201086994558,0.451026720697,0.390584013296,0.511469428097,18,70
97,-0.146816483936,-0.201086994558,-0.092545973315,0.755734714049,0.511469428097,1.0,29,70
98,-0.675962496057,-1.0,-0.351924992114,0.451026720697,0.390584013296,0.511469428097,8,70
99,-0.675962496057,-1.0,-0.351924992114,0.755734714049,0.511469428097,1.0,9,70
