,b1,b2,bin_region,entrie_b1,entrie_b2,entrie_s,error,s,significance,sumw2_b1,sumw2_b2,sumw2_s,x_center,x_highedge,x_lowedge,y_center,y_highedge,y_lowedge,total_sig,lag_sig,update,bin_label
44,1.10084546429,0.306105350583,74,804.0,17.0,365.0,0.129356090086,0.354800915211,0.285878360472,0.00211468220857,0.0117253096737,0.000495024723768,0.3264805297,0.38153079173,0.271430267671,0.0633633072098,0.109516269092,0.0172103453271,3.42123337767,3.42123337767,0.0,25
45,0.303442479152,0.336189079335,38,267.0,14.0,311.0,0.149430979689,0.245928128924,0.284889027441,0.000567735978688,0.0364063467023,0.000336450555654,-0.0450892667415,0.00236743983205,-0.092545973315,0.451026720697,0.511469428097,0.390584013296,3.42123337767,3.42123337767,0.0,26
46,1.59340759674,1.28012123646,43,1150.0,47.0,522.0,0.139003912613,0.49525876572,0.283316826413,0.00307179723642,0.0898724914615,0.00071801344698,0.0461967432876,0.0900260467431,0.00236743983205,-0.0290709175756,0.0172103453271,-0.0753521804784,3.42123337767,3.42123337767,0.0,27
47,2.31526047072,1.80168827491,22,1690.0,90.0,654.0,0.138151242188,0.585895574134,0.281602597222,0.00444326214657,0.0933807799854,0.000806045064299,-0.146816483936,-0.092545973315,-0.201086994558,-0.124446985977,-0.0753521804784,-0.173541791476,3.42123337767,3.42123337767,0.0,28
48,1.88001521786,2.8290645899,3,1558.0,140.0,767.0,0.161690530755,0.615632850035,0.277028494997,0.0034582950194,0.160208625806,0.000802455090451,-0.675962496057,-0.351924992114,-1.0,-0.0290709175756,0.0172103453271,-0.0753521804784,3.42125643302,3.42123337767,1.0,28
49,0.812991799723,0.177004524739,84,604.0,8.0,305.0,0.131040081583,0.28611300614,0.272576695949,0.00155632034698,0.00840321275328,0.000405465287052,0.456521421985,0.531512052241,0.38153079173,0.0633633072098,0.109516269092,0.0172103453271,3.42125643302,3.42125643302,0.0,29
50,1.88294663834,1.92940567749,23,1390.0,91.0,617.0,0.146618159922,0.542195828886,0.270671994951,0.00358872657286,0.0819240124192,0.000743768921605,-0.146816483936,-0.092545973315,-0.201086994558,-0.0290709175756,0.0172103453271,-0.0753521804784,3.42125643302,3.42125643302,0.0,30
51,3.15260684271,4.88771302451,2,2495.0,256.0,898.0,0.162958962782,0.775742611097,0.268888918932,0.00590094746628,0.276903024745,0.00103051726907,-0.675962496057,-0.351924992114,-1.0,-0.124446985977,-0.0753521804784,-0.173541791476,3.42125643302,3.42125643302,0.0,31
52,2.39551176368,2.8974883606,13,1750.0,110.0,741.0,0.152767416109,0.628745967887,0.267519160686,0.00459515935622,0.1993435878,0.000826329124505,-0.276505993336,-0.201086994558,-0.351924992114,-0.0290709175756,0.0172103453271,-0.0753521804784,3.42125643302,3.42125643302,0.0,32
53,1.339426393,0.838192870695,63,945.0,25.0,421.0,0.133312925993,0.400526518553,0.262545517138,0.00260743496766,0.0710107236055,0.00054614719346,0.224355764453,0.271430267671,0.177281261235,-0.0290709175756,0.0172103453271,-0.0753521804784,3.42125643302,3.42125643302,0.0,33
54,1.41671046859,1.10747628271,53,1018.0,38.0,460.0,0.138270596756,0.423234352155,0.258393689135,0.00271008443002,0.0742809917809,0.000591432502221,0.133653653989,0.177281261235,0.0900260467431,-0.0290709175756,0.0172103453271,-0.0753521804784,3.4213007123,3.42125643302,1.0,33
55,0.0989748350912,0.145241495484,49,90.0,4.0,184.0,0.160629001117,0.147442299035,0.25837474907,0.000179313886874,0.00872734639037,0.000202499691638,0.0461967432876,0.0900260467431,0.00236743983205,0.755734714049,1.0,0.511469428097,3.4213007123,3.4213007123,0.0,34
56,1.67393364341,1.341233821,52,1208.0,48.0,456.0,0.138931224887,0.45356957517,0.254187393603,0.00317322805212,0.0783106799088,0.000631008971677,0.133653653989,0.177281261235,0.0900260467431,-0.124446985977,-0.0753521804784,-0.173541791476,3.4213007123,3.4213007123,0.0,35
57,5.6622147753,9.40213754474,1,4308.0,475.0,1189.0,0.165906589591,0.990003135441,0.252115963973,0.0107278578244,0.482390824634,0.00128938651862,-0.675962496057,-0.351924992114,-1.0,-0.232362872349,-0.173541791476,-0.291183953223,3.4213007123,3.4213007123,0.0,36
58,2.11961289356,1.77834132501,32,1505.0,85.0,545.0,0.140220745952,0.501142116726,0.248012084913,0.00407011388991,0.0895734374514,0.000681799659551,-0.0450892667415,0.00236743983205,-0.092545973315,-0.124446985977,-0.0753521804784,-0.173541791476,3.4213007123,3.4213007123,0.0,37
59,1.13795051217,1.7089885083,4,930.0,87.0,508.0,0.161606085289,0.427272286084,0.246081139957,0.00213279881882,0.0937688763135,0.000562592524519,-0.675962496057,-0.351924992114,-1.0,0.0633633072098,0.109516269092,0.0172103453271,3.4213007123,3.4213007123,0.0,38
60,1.85340526671,1.46185937398,42,1334.0,63.0,467.0,0.13850749923,0.449005753824,0.24060008178,0.00356083855426,0.0892747445145,0.000635039441636,0.0461967432876,0.0900260467431,0.00236743983205,-0.124446985977,-0.0753521804784,-0.173541791476,3.42133062506,3.4213007123,1.0,38
61,1.19256528533,0.614584052684,73,820.0,14.0,341.0,0.130487877884,0.333352139529,0.239689106654,0.00230687794553,0.0712737286443,0.000459720418469,0.3264805297,0.38153079173,0.271430267671,-0.0290709175756,0.0172103453271,-0.0753521804784,3.42133062506,3.42133062506,0.0,39
62,0.722866327827,0.290342980646,95,491.0,6.0,265.0,0.128781619421,0.245240531196,0.232641305546,0.00138314663558,0.0273590050597,0.000348532418778,0.76575602612,1.0,0.531512052241,0.154231338472,0.198946407852,0.109516269092,3.42133062506,3.42133062506,0.0,40
63,1.55063350232,0.658223324514,62,1046.0,24.0,357.0,0.128989530508,0.348261539424,0.227642015445,0.00300423338919,0.0444424869092,0.000513323507486,0.224355764453,0.271430267671,0.177281261235,-0.124446985977,-0.0753521804784,-0.173541791476,3.42133062506,3.42133062506,0.0,41
64,0.141341681846,0.0621021403932,28,131.0,8.0,158.0,0.129166070499,0.114547297856,0.223911395546,0.000258572837681,0.00114909200178,0.000146718957867,-0.146816483936,-0.092545973315,-0.201086994558,0.451026720697,0.511469428097,0.390584013296,3.42133062506,3.42133062506,0.0,42
65,3.95037136939,5.04946119266,11,2829.0,190.0,712.0,0.154949644184,0.678300144568,0.223042956605,0.00757776623671,0.294664857626,0.00096292224085,-0.276505993336,-0.201086994558,-0.351924992114,-0.232362872349,-0.173541791476,-0.291183953223,3.42133062506,3.42133062506,0.0,43
66,1.84639494443,0.62177133154,61,1244.0,27.0,357.0,0.128677975481,0.353463431101,0.219146016,0.00359532729483,0.0288908215752,0.000490856770294,0.224355764453,0.271430267671,0.177281261235,-0.232362872349,-0.173541791476,-0.291183953223,3.42133062506,3.42133062506,0.0,44
67,3.33367604232,2.98580668477,21,2345.0,126.0,596.0,0.142174009392,0.548641717217,0.214844866311,0.00641719780626,0.143520515383,0.000741787042017,-0.146816483936,-0.092545973315,-0.201086994558,-0.232362872349,-0.173541791476,-0.291183953223,3.42133062506,3.42133062506,0.0,45
68,1.23645080513,0.384558340127,72,865.0,15.0,302.0,0.128873069054,0.281712826397,0.214124935912,0.0023802564154,0.0222128547011,0.000384314991732,0.3264805297,0.38153079173,0.271430267671,-0.124446985977,-0.0753521804784,-0.173541791476,3.42133062506,3.42133062506,0.0,46
69,2.90905467202,2.52932984101,31,1971.0,114.0,524.0,0.141269733121,0.496951416893,0.209574338857,0.00564994944806,0.162107626071,0.000695235669487,-0.0450892667415,0.00236743983205,-0.092545973315,-0.232362872349,-0.173541791476,-0.291183953223,3.42133062506,3.42133062506,0.0,47
70,0.620736489125,0.214625345543,94,414.0,4.0,211.0,0.128643941631,0.200897110296,0.209550884396,0.00122338756444,0.0207652547147,0.000295505208456,0.76575602612,1.0,0.531512052241,0.0633633072098,0.109516269092,0.0172103453271,3.42133062506,3.42133062506,0.0,48
71,2.14382550705,1.36230578963,51,1487.0,51.0,399.0,0.133595600792,0.394694921148,0.206464486141,0.00412542208284,0.0787789869415,0.000554646921087,0.133653653989,0.177281261235,0.0900260467431,-0.232362872349,-0.173541791476,-0.291183953223,3.42133062506,3.42133062506,0.0,49
72,0.919519091975,0.23362926915,82,637.0,9.0,216.0,0.129892115541,0.214722959459,0.192699308316,0.00175780687795,0.0121251150961,0.000313045139905,0.456521421985,0.531512052241,0.38153079173,-0.124446985977,-0.0753521804784,-0.173541791476,3.42133062506,3.42133062506,0.0,50
73,13.5523231931,24.3201793859,0,9648.0,1094.0,1328.0,0.169275394107,1.19053252739,0.192380667448,0.0257193118597,1.42776882678,0.00159658906999,-0.675962496057,-0.351924992114,-1.0,-0.645591976612,-0.291183953223,-1.0,3.42133062506,3.42133062506,0.0,51
74,0.992382134173,0.375233250292,83,669.0,11.0,238.0,0.128654797726,0.231447505866,0.191470939108,0.00196835850205,0.0220599234043,0.000322768106416,0.456521421985,0.531512052241,0.38153079173,-0.0290709175756,0.0172103453271,-0.0753521804784,3.42133062506,3.42133062506,0.0,52
75,0.25503246851,0.426899566431,17,229.0,19.0,212.0,0.166253934789,0.158953836524,0.181736683005,0.000474549415481,0.024926161923,0.000215551246288,-0.276505993336,-0.201086994558,-0.351924992114,0.340482900753,0.390584013296,0.29038178821,3.42133062506,3.42133062506,0.0,53
76,2.55369336635,2.26285414756,41,1754.0,71.0,435.0,0.141844329694,0.403616317304,0.181037168697,0.00491630137368,0.135511297415,0.000569658791531,0.0461967432876,0.0900260467431,0.00236743983205,-0.232362872349,-0.173541791476,-0.291183953223,3.42133062506,3.42133062506,0.0,54
77,0.62462474569,1.18844296248,5,515.0,33.0,306.0,0.171826893743,0.248856519969,0.179295287358,0.00115777202986,0.11371809877,0.000322640499321,-0.675962496057,-0.351924992114,-1.0,0.154231338472,0.198946407852,0.109516269092,3.42133062506,3.42133062506,0.0,55
78,7.60673788606,9.07125821913,10,5284.0,376.0,743.0,0.15221723439,0.680069697027,0.165296538949,0.0145981389813,0.517076815069,0.000919152659743,-0.276505993336,-0.201086994558,-0.351924992114,-0.645591976612,-0.291183953223,-1.0,3.42133062506,3.42133062506,0.0,56
79,4.60035873655,1.81229346116,40,2974.0,80.0,425.0,0.128729839548,0.41559544199,0.162176024759,0.00912422386801,0.0953260727253,0.000590307997877,0.0461967432876,0.0900260467431,0.00236743983205,-0.645591976612,-0.291183953223,-1.0,3.42133062506,3.42133062506,0.0,57
80,5.18776061689,4.2494526776,30,3481.0,148.0,503.0,0.139540465578,0.501789587445,0.161756625046,0.0101193360285,0.256583204258,0.000712223529798,-0.0450892667415,0.00236743983205,-0.092545973315,-0.645591976612,-0.291183953223,-1.0,3.42133062506,3.42133062506,0.0,58
81,0.630844900327,0.321642848663,93,426.0,5.0,170.0,0.130371967411,0.163493290489,0.161527955193,0.00118144257554,0.0340042835065,0.000245654669401,0.76575602612,1.0,0.531512052241,-0.0290709175756,0.0172103453271,-0.0753521804784,3.42133062506,3.42133062506,0.0,59
82,1.5898513816,0.877641320094,71,1024.0,28.0,260.0,0.131330211076,0.252627013337,0.157622598142,0.00311169413993,0.0625781519733,0.000372448510369,0.3264805297,0.38153079173,0.271430267671,-0.232362872349,-0.173541791476,-0.291183953223,3.42133062506,3.42133062506,0.0,60
83,6.13210204085,5.73105534476,20,4188.0,224.0,571.0,0.143520605565,0.536351613012,0.154433955502,0.011806179863,0.339546430514,0.000749600339268,-0.146816483936,-0.092545973315,-0.201086994558,-0.645591976612,-0.291183953223,-1.0,3.42133062506,3.42133062506,0.0,61
84,0.201466268886,0.222406669054,6,186.0,10.0,143.0,0.149298070328,0.106270788673,0.1527561633,0.000371640403545,0.0119804162508,0.000137018550011,-0.675962496057,-0.351924992114,-1.0,0.244664098031,0.29038178821,0.198946407852,3.42133062506,3.42133062506,0.0,62
85,0.571778041919,0.0742764221504,92,386.0,4.0,130.0,0.135830433573,0.127970392184,0.152054350711,0.00112168881077,0.00202914412998,0.000179247322577,0.76575602612,1.0,0.531512052241,-0.124446985977,-0.0753521804784,-0.173541791476,3.42142815831,3.42133062506,1.0,62
86,3.84152788243,1.84006994971,50,2508.0,61.0,358.0,0.129775188126,0.363881668521,0.150844236611,0.00748999883008,0.103573529864,0.000507520166291,0.133653653989,0.177281261235,0.0900260467431,-0.645591976612,-0.291183953223,-1.0,3.42142815831,3.42142815831,0.0,63
87,1.07310658986,0.0279718644806,81,713.0,6.0,187.0,0.146327281743,0.16315307042,0.150339099294,0.00208997443888,0.000303180177542,0.000234295529983,0.456521421985,0.531512052241,0.38153079173,-0.232362872349,-0.173541791476,-0.291183953223,3.42142815831,3.42142815831,0.0,64
88,0.0,0.0,19,0.0,0.0,1.0,0.0,0.00172601046506,0.149314297038,0.0,0.0,2.9791121255e-06,-0.276505993336,-0.201086994558,-0.351924992114,0.755734714049,1.0,0.511469428097,3.42142815831,3.42142815831,0.0,65
89,0.0490544390104,0.0,39,35.0,0.0,53.0,0.15,0.0421569977297,0.135455322702,0.000106206034209,0.0,5.74467885482e-05,-0.0450892667415,0.00236743983205,-0.092545973315,0.755734714049,1.0,0.511469428097,3.42142815831,3.42142815831,0.0,66
90,2.6727612169,0.524654231042,70,1703.0,18.0,229.0,0.131926766118,0.230311913412,0.126945463658,0.00528354704465,0.0289216171357,0.000337613863797,0.3264805297,0.38153079173,0.271430267671,-0.645591976612,-0.291183953223,-1.0,3.42142815831,3.42142815831,0.0,67
91,0.725839020159,0.00478479647746,91,470.0,2.0,119.0,0.149026655793,0.109810049395,0.123483158043,0.00140751488399,2.28691217447e-05,0.000161063276363,0.76575602612,1.0,0.531512052241,-0.232362872349,-0.173541791476,-0.291183953223,3.42142815831,3.42142815831,0.0,68
92,3.31658524411,0.766766613349,60,2109.0,35.0,268.0,0.130564656637,0.250641858577,0.122537066552,0.00660877885523,0.0311365960615,0.000356747992914,0.224355764453,0.271430267671,0.177281261235,-0.645591976612,-0.291183953223,-1.0,3.42142815831,3.42142815831,0.0,69
93,1.69250392339,0.422501628753,80,1082.0,16.0,155.0,0.130010009272,0.145288753002,0.0983889974836,0.00332550642332,0.0170291862818,0.000201591223816,0.456521421985,0.531512052241,0.38153079173,-0.645591976612,-0.291183953223,-1.0,3.42142873305,3.42142815831,1.0,69
94,0.996194250201,0.122012777196,90,648.0,3.0,85.0,0.136388603352,0.0796031561803,0.0737850673779,0.00189970354412,0.0125128475727,0.000102777838923,0.76575602612,1.0,0.531512052241,-0.645591976612,-0.291183953223,-1.0,3.42143487508,3.42142873305,1.0,69
95,0.0259415554556,0.100268842356,7,31.0,10.0,37.0,0.200993223567,0.0303860694022,0.0710641726473,4.65854535336e-05,0.00407828801906,3.77476234015e-05,-0.675962496057,-0.351924992114,-1.0,0.340482900753,0.390584013296,0.29038178821,3.42143487508,3.42143487508,0.0,70
96,0.0251962849525,0.189044036091,18,30.0,8.0,43.0,0.221302358796,0.0281338807014,0.0534861135219,3.89928459313e-05,0.00680821423549,3.48820880103e-05,-0.276505993336,-0.201086994558,-0.351924992114,0.451026720697,0.511469428097,0.390584013296,3.42149852405,3.42143487508,1.0,70
