,x_center,y_center,bin_region,bin_label
0,0.761785483011,0.754692879226,99,1
1,0.444075778763,0.754692879226,89,1
2,0.761785483011,0.447910956505,98,1
3,0.444075778763,0.447910956505,88,1
4,0.312318569246,0.754692879226,79,1
5,0.120604338742,0.447910956505,58,1
6,0.035678849219,0.334721279405,47,1
7,0.212419064368,0.334721279405,67,2
8,0.035678849219,0.447910956505,48,2
9,0.212419064368,0.447910956505,68,2
10,0.761785483011,0.334721279405,97,2
11,0.212419064368,0.754692879226,69,2
12,0.120604338742,0.0546758815301,54,3
13,-0.0525759029549,-0.032930003101,33,3
14,-0.27702637735,0.754692879226,19,4
15,-0.15211605327,0.142155178211,25,5
16,0.212419064368,0.235259431384,66,5
17,0.312318569246,0.334721279405,77,5
18,0.444075778763,0.334721279405,87,5
19,0.312318569246,0.142155178211,75,5
20,0.212419064368,0.142155178211,65,5
21,0.035678849219,0.142155178211,45,5
22,-0.27702637735,0.235259431384,16,5
23,-0.27702637735,0.0546758815301,14,5
24,0.312318569246,0.0546758815301,74,5
25,0.444075778763,0.235259431384,86,5
26,-0.0525759029549,0.334721279405,37,5
27,0.312318569246,0.235259431384,76,5
28,0.312318569246,0.447910956505,78,6
29,0.035678849219,0.235259431384,46,6
30,-0.0525759029549,0.235259431384,36,6
31,-0.15211605327,-0.128991031648,22,7
32,0.120604338742,0.235259431384,56,8
33,-0.15211605327,0.0546758815301,24,8
34,-0.15211605327,0.235259431384,26,8
35,0.312318569246,-0.032930003101,73,8
36,0.120604338742,0.334721279405,57,8
37,0.035678849219,0.0546758815301,44,8
38,0.035678849219,-0.032930003101,43,8
39,-0.0525759029549,0.0546758815301,34,8
40,-0.674951528385,-0.236416901776,1,9
41,-0.27702637735,-0.128991031648,12,10
42,-0.674951528385,0.447910956505,8,11
43,-0.674951528385,-0.128991031648,2,12
44,0.444075778763,0.0546758815301,84,13
45,-0.0525759029549,0.142155178211,35,13
46,0.120604338742,0.754692879226,59,13
47,0.212419064368,-0.032930003101,63,13
48,0.120604338742,-0.128991031648,52,14
49,-0.15211605327,-0.032930003101,23,14
50,-0.674951528385,0.0546758815301,4,14
51,0.212419064368,0.0546758815301,64,14
52,-0.27702637735,-0.032930003101,13,15
53,-0.674951528385,-0.032930003101,3,16
54,-0.27702637735,0.142155178211,15,16
55,0.120604338742,0.142155178211,55,16
56,0.120604338742,-0.032930003101,53,16
57,0.212419064368,-0.236416901776,61,16
58,-0.15211605327,0.334721279405,27,16
59,0.444075778763,-0.236416901776,81,16
60,0.035678849219,-0.128991031648,42,16
61,0.761785483011,0.235259431384,96,16
62,-0.27702637735,-0.236416901776,11,17
63,0.444075778763,0.142155178211,85,18
64,-0.0525759029549,-0.128991031648,32,19
65,0.312318569246,-0.128991031648,72,20
66,0.035678849219,-0.236416901776,41,21
67,0.120604338742,-0.236416901776,51,21
68,0.761785483011,-0.032930003101,93,22
69,-0.15211605327,0.447910956505,28,22
70,-0.674951528385,-0.646632805807,0,23
71,-0.0525759029549,-0.236416901776,31,24
72,-0.674951528385,0.142155178211,5,24
73,-0.0525759029549,0.447910956505,38,25
74,0.212419064368,-0.128991031648,62,25
75,-0.15211605327,-0.236416901776,21,26
76,-0.0525759029549,-0.646632805807,30,27
77,-0.15211605327,-0.646632805807,20,28
78,0.312318569246,-0.236416901776,71,29
79,-0.27702637735,-0.646632805807,10,30
80,0.444075778763,-0.032930003101,83,31
81,0.761785483011,0.142155178211,95,31
82,0.035678849219,-0.646632805807,40,32
83,-0.27702637735,0.334721279405,17,33
84,0.444075778763,-0.128991031648,82,33
85,0.312318569246,-0.646632805807,70,34
86,0.035678849219,0.754692879226,49,35
87,0.212419064368,-0.646632805807,60,36
88,0.761785483011,0.0546758815301,94,36
89,0.444075778763,-0.646632805807,80,36
90,0.761785483011,-0.128991031648,92,37
91,0.120604338742,-0.646632805807,50,38
92,-0.674951528385,0.235259431384,6,39
93,-0.674951528385,0.334721279405,7,39
94,0.761785483011,-0.236416901776,91,39
95,0.761785483011,-0.646632805807,90,40
96,-0.0525759029549,0.754692879226,39,40
97,-0.27702637735,0.447910956505,18,40
98,-0.674951528385,0.754692879226,9,40
99,-0.15211605327,0.754692879226,29,41
